Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Frequency (Hz),Power Factor
2024-11-04 15:06:40,210.30,4.12,854.70,0.364,50.0,0.99
2024-11-04 15:06:41,210.30,4.12,854.70,0.364,49.9,0.99
2024-11-04 15:06:41,210.30,4.11,853.80,0.364,49.9,0.99
2024-11-04 15:06:42,210.30,4.11,853.80,0.364,49.9,0.99
2024-11-04 15:06:43,210.40,4.11,853.70,0.364,49.9,0.99
2024-11-04 15:06:43,210.40,4.11,853.70,0.364,49.9,0.99
2024-11-04 15:06:44,210.30,4.11,853.50,0.364,49.9,0.99
2024-11-04 15:06:44,210.30,4.11,853.50,0.365,49.9,0.99
2024-11-04 15:06:45,210.40,4.12,853.80,0.365,49.9,0.99
2024-11-04 15:06:46,210.40,4.12,853.80,0.365,50.0,0.99
2024-11-04 15:06:46,210.40,4.12,853.80,0.365,49.9,0.99
2024-11-04 15:06:47,210.20,4.11,853.40,0.365,49.9,0.99
2024-11-04 15:06:47,210.20,4.11,853.40,0.365,50.0,0.99
2024-11-04 15:06:48,210.40,4.11,853.50,0.365,49.9,0.99
2024-11-04 15:06:49,210.40,4.11,853.50,0.366,50.0,0.99
2024-11-04 15:06:49,210.20,4.11,852.10,0.366,49.9,0.99
2024-11-04 15:06:50,210.20,4.11,852.10,0.366,49.9,0.99
2024-11-04 15:06:50,210.10,4.11,851.90,0.366,49.9,0.99
2024-11-04 15:06:51,210.10,4.11,851.90,0.366,49.9,0.99
2024-11-04 15:06:51,210.30,4.10,850.90,0.366,49.9,0.99
2024-11-04 15:06:52,210.30,4.10,850.90,0.366,50.0,0.99
2024-11-04 15:06:53,210.40,4.10,850.60,0.367,49.9,0.99
2024-11-04 15:06:53,210.40,4.10,850.60,0.367,49.9,0.99
2024-11-04 15:06:54,210.70,4.09,851.20,0.367,49.9,0.99
2024-11-04 15:06:54,210.70,4.09,851.20,0.367,49.9,0.99
2024-11-04 15:06:55,210.80,4.10,851.70,0.367,49.9,0.99
2024-11-04 15:06:56,210.80,4.10,851.70,0.367,49.9,0.99
2024-11-04 15:06:56,210.80,4.10,851.70,0.367,50.0,0.99
2024-11-04 15:06:57,210.70,4.10,852.30,0.368,49.9,0.99
2024-11-04 15:06:57,210.70,4.10,852.30,0.368,49.9,0.99
2024-11-04 15:06:58,210.70,4.10,852.70,0.368,49.9,0.99
2024-11-04 15:06:59,210.70,4.10,852.70,0.368,50.0,0.99
2024-11-04 15:06:59,210.30,4.11,852.50,0.368,49.9,0.99
2024-11-04 15:07:00,210.30,4.11,852.50,0.368,50.0,0.99
2024-11-04 15:07:00,210.20,4.11,852.80,0.368,49.9,0.99
2024-11-04 15:07:01,210.20,4.11,852.80,0.369,49.9,0.99
2024-11-04 15:07:02,210.00,4.12,852.70,0.369,50.0,0.99
2024-11-04 15:07:02,210.00,4.12,852.70,0.369,49.9,0.99
2024-11-04 15:07:03,210.20,4.11,852.70,0.369,49.9,0.99
2024-11-04 15:07:03,210.20,4.11,852.70,0.369,50.0,0.99
2024-11-04 15:07:04,210.20,4.11,852.70,0.369,49.9,0.99
2024-11-04 15:07:05,210.20,4.11,852.30,0.369,49.9,0.99
2024-11-04 15:07:05,210.20,4.11,852.30,0.369,49.9,0.99
2024-11-04 15:07:06,210.40,4.11,852.70,0.370,50.0,0.99
2024-11-04 15:07:06,210.40,4.11,852.70,0.370,50.0,0.99
2024-11-04 15:07:07,210.40,4.11,852.60,0.370,50.0,0.99
2024-11-04 15:07:08,210.40,4.11,852.60,0.370,50.0,0.99
2024-11-04 15:07:08,210.40,4.11,853.00,0.370,50.0,0.99
2024-11-04 15:07:09,210.40,4.11,853.00,0.370,49.9,0.99
2024-11-04 15:07:09,210.30,4.11,853.00,0.371,49.9,0.99
2024-11-04 15:07:10,210.30,4.11,853.00,0.371,50.0,0.99
2024-11-04 15:07:11,210.30,4.11,852.70,0.371,50.0,0.99
2024-11-04 15:07:11,210.30,4.11,852.70,0.371,50.0,0.99
2024-11-04 15:07:12,210.30,4.12,853.20,0.371,50.0,0.99
2024-11-04 15:07:12,210.30,4.12,853.20,0.371,50.0,0.99
2024-11-04 15:07:13,210.30,4.12,853.20,0.371,49.9,0.99
2024-11-04 15:07:14,210.40,4.11,852.80,0.371,50.0,0.99
2024-11-04 15:07:14,210.40,4.11,852.80,0.372,50.0,0.99
2024-11-04 15:07:15,210.30,4.11,852.50,0.372,49.9,0.99
2024-11-04 15:07:15,210.30,4.11,852.50,0.372,50.0,0.99
2024-11-04 15:07:16,210.20,4.11,852.00,0.372,50.0,0.99
2024-11-04 15:07:17,210.20,4.11,852.00,0.372,50.0,0.99
2024-11-04 15:07:17,210.20,4.11,852.40,0.372,50.0,0.99
2024-11-04 15:07:18,210.20,4.11,852.40,0.372,49.9,0.99
2024-11-04 15:07:18,210.20,4.11,852.30,0.373,50.0,0.99
2024-11-04 15:07:19,210.20,4.11,852.30,0.373,49.9,0.99
2024-11-04 15:07:20,210.40,4.11,852.80,0.373,50.0,0.99
2024-11-04 15:07:20,210.40,4.11,852.80,0.373,50.0,0.99
2024-11-04 15:07:21,210.50,4.11,853.40,0.373,50.0,0.99
2024-11-04 15:07:21,210.50,4.11,853.40,0.373,50.0,0.99
2024-11-04 15:07:22,210.60,4.11,853.30,0.373,50.0,0.99
2024-11-04 15:07:22,210.60,4.11,853.30,0.374,50.0,0.99
2024-11-04 15:07:23,210.60,4.11,853.30,0.374,50.0,0.99
2024-11-04 15:07:24,210.70,4.11,854.20,0.374,50.0,0.99
2024-11-04 15:07:24,210.70,4.11,854.20,0.374,50.0,0.99
2024-11-04 15:07:25,210.60,4.11,854.00,0.374,50.0,0.99
2024-11-04 15:07:25,210.60,4.11,854.00,0.374,50.0,0.99
2024-11-04 15:07:26,210.60,4.12,854.60,0.374,50.0,0.99
2024-11-04 15:07:27,210.60,4.12,854.60,0.375,50.0,0.99
2024-11-04 15:07:27,210.50,4.11,853.90,0.375,50.0,0.99
2024-11-04 15:07:28,210.50,4.11,853.90,0.375,50.0,0.99
2024-11-04 15:07:28,210.80,4.11,854.60,0.375,50.0,0.99
2024-11-04 15:07:29,210.80,4.11,854.60,0.375,50.0,0.99
2024-11-04 15:07:30,210.80,4.11,854.60,0.375,50.0,0.99
2024-11-04 15:07:30,210.70,4.11,854.40,0.375,50.0,0.99
2024-11-04 15:07:31,210.70,4.11,854.40,0.376,50.0,0.99
2024-11-04 15:07:31,210.60,4.11,854.30,0.376,50.0,0.99
2024-11-04 15:07:32,210.60,4.11,854.30,0.376,50.0,0.99
2024-11-04 15:07:33,209.80,4.12,853.00,0.376,50.0,0.99
2024-11-04 15:07:33,209.80,4.12,853.00,0.376,50.0,0.99
2024-11-04 15:07:34,209.20,4.12,851.90,0.376,50.0,0.99
2024-11-04 15:07:34,209.20,4.12,851.90,0.376,50.0,0.99
2024-11-04 15:07:35,209.60,4.12,853.10,0.376,50.0,0.99
2024-11-04 15:07:36,209.60,4.12,853.10,0.377,50.0,0.99
2024-11-04 15:07:36,209.70,4.12,853.50,0.377,50.0,0.99
2024-11-04 15:07:37,209.70,4.12,853.50,0.377,50.0,0.99
2024-11-04 15:07:37,209.70,4.12,854.10,0.377,50.0,0.99
2024-11-04 15:07:38,209.70,4.12,854.10,0.377,50.0,0.99
2024-11-04 15:07:39,210.00,4.13,855.50,0.377,50.0,0.99
2024-11-04 15:07:39,210.00,4.13,855.50,0.378,50.0,0.99
2024-11-04 15:07:40,210.00,4.13,855.50,0.378,50.0,0.99
2024-11-04 15:07:40,210.70,4.12,856.60,0.378,50.0,0.99
2024-11-04 15:07:41,210.70,4.12,856.60,0.378,50.0,0.99
2024-11-04 15:07:42,210.30,4.13,856.00,0.378,50.0,0.99
2024-11-04 15:07:42,210.30,4.13,856.00,0.378,50.0,0.99
2024-11-04 15:07:43,209.90,4.14,856.70,0.378,50.0,0.99
2024-11-04 15:07:43,209.90,4.14,856.70,0.379,50.0,0.99
2024-11-04 15:07:44,209.90,4.14,856.80,0.379,50.0,0.99
2024-11-04 15:07:45,209.90,4.14,856.80,0.379,50.0,0.99
2024-11-04 15:07:45,209.80,4.14,857.30,0.379,50.0,0.99
2024-11-04 15:07:46,209.80,4.14,857.30,0.379,50.0,0.99
2024-11-04 15:07:46,209.80,4.14,857.30,0.379,50.0,0.99
2024-11-04 15:07:47,209.80,4.14,857.30,0.379,50.0,0.99
2024-11-04 15:07:48,209.80,4.14,857.30,0.379,50.0,0.99
2024-11-04 15:07:48,209.70,4.15,857.40,0.380,50.0,0.99
2024-11-04 15:07:49,209.70,4.15,857.40,0.380,50.0,0.99
2024-11-04 15:07:49,209.60,4.14,856.60,0.380,50.0,0.99
2024-11-04 15:07:50,209.60,4.14,856.60,0.380,50.0,0.99
2024-11-04 15:07:51,209.70,4.14,856.20,0.380,50.0,0.99
2024-11-04 15:07:51,209.70,4.14,856.20,0.380,50.0,0.99
2024-11-04 15:07:52,209.80,4.13,855.90,0.381,50.0,0.99
2024-11-04 15:07:52,209.80,4.13,855.90,0.381,50.0,0.99
2024-11-04 15:07:53,209.40,4.14,854.80,0.381,50.0,0.99
2024-11-04 15:07:54,209.40,4.14,854.80,0.381,50.0,0.99
2024-11-04 15:07:54,209.10,4.14,854.00,0.381,50.0,0.99
2024-11-04 15:07:55,209.10,4.14,854.00,0.381,50.0,0.99
2024-11-04 15:07:55,209.10,4.14,854.60,0.381,50.0,0.99
2024-11-04 15:07:56,209.10,4.14,854.60,0.381,50.0,0.99
2024-11-04 15:07:56,209.10,4.14,854.60,0.382,50.0,0.99
2024-11-04 15:07:57,209.40,4.13,853.80,0.382,50.0,0.99
2024-11-04 15:07:58,209.40,4.13,853.80,0.382,50.0,0.99
2024-11-04 15:07:58,209.00,4.13,852.60,0.382,50.0,0.99
2024-11-04 15:07:59,209.00,4.13,852.60,0.382,50.0,0.99
2024-11-04 15:07:59,209.30,4.12,851.20,0.382,50.0,0.99
2024-11-04 15:08:00,209.30,4.12,851.20,0.382,50.0,0.99
2024-11-04 15:08:01,209.20,4.12,850.20,0.383,50.0,0.99
2024-11-04 15:08:01,209.20,4.12,850.20,0.383,50.0,0.99
2024-11-04 15:08:02,209.10,4.11,849.20,0.383,50.0,0.99
2024-11-04 15:08:02,209.10,4.11,849.20,0.383,50.0,0.99
2024-11-04 15:08:03,209.20,4.11,848.30,0.383,50.0,0.99
2024-11-04 15:08:04,209.20,4.11,848.30,0.383,50.0,0.99
2024-11-04 15:08:04,209.40,4.11,849.20,0.383,50.0,0.99
2024-11-04 15:08:05,209.40,4.11,849.20,0.384,50.0,0.99
2024-11-04 15:08:05,209.40,4.11,850.70,0.384,50.0,0.99
2024-11-04 15:08:06,209.40,4.11,850.70,0.384,50.0,0.99
2024-11-04 15:08:07,209.40,4.11,850.70,0.384,50.0,0.99
2024-11-04 15:08:07,209.40,4.12,851.20,0.384,50.0,0.99
2024-11-04 15:08:08,209.40,4.12,851.20,0.384,50.0,0.99
2024-11-04 15:08:08,209.90,4.12,853.30,0.384,50.0,0.99
2024-11-04 15:08:09,209.90,4.12,853.30,0.385,50.0,0.99
2024-11-04 15:08:10,210.20,4.11,853.80,0.385,50.0,0.99
2024-11-04 15:08:10,210.20,4.11,853.80,0.385,50.0,0.99
2024-11-04 15:08:11,210.20,4.11,853.80,0.385,50.0,0.99
2024-11-04 15:08:11,210.20,4.11,853.80,0.385,50.0,0.99
2024-11-04 15:08:12,210.20,4.11,854.00,0.385,50.0,0.99
2024-11-04 15:08:13,210.20,4.11,854.00,0.385,50.0,0.99
2024-11-04 15:08:13,210.20,4.11,854.00,0.386,50.0,0.99
2024-11-04 15:08:14,209.90,4.11,852.70,0.386,50.0,0.99
2024-11-04 15:08:14,209.90,4.11,852.70,0.386,50.0,0.99
2024-11-04 15:08:15,209.80,4.11,852.80,0.386,50.0,0.99
2024-11-04 15:08:16,209.80,4.11,852.80,0.386,50.0,0.99
2024-11-04 15:08:16,209.60,4.12,852.80,0.386,50.0,0.99
2024-11-04 15:08:17,209.60,4.12,852.80,0.386,50.0,0.99
2024-11-04 15:08:17,209.70,4.12,852.60,0.387,50.0,0.99
2024-11-04 15:08:18,209.70,4.12,852.60,0.387,50.0,0.99
2024-11-04 15:08:19,209.90,4.12,853.10,0.387,50.0,0.99
2024-11-04 15:08:19,209.90,4.12,853.10,0.387,50.0,0.99
2024-11-04 15:08:20,209.50,4.12,852.70,0.387,50.0,0.99
2024-11-04 15:08:20,209.50,4.12,852.70,0.387,50.0,0.99
2024-11-04 15:08:21,209.70,4.12,853.50,0.387,50.0,0.99
2024-11-04 15:08:22,209.70,4.12,853.50,0.388,50.0,0.99
2024-11-04 15:08:22,209.60,4.13,854.30,0.388,50.0,0.99
2024-11-04 15:08:23,209.60,4.13,854.30,0.388,50.0,0.99
2024-11-04 15:08:23,209.70,4.13,855.20,0.388,50.0,0.99
2024-11-04 15:08:24,209.70,4.13,855.20,0.388,50.0,0.99
2024-11-04 15:08:25,209.70,4.13,855.20,0.388,50.0,0.99
2024-11-04 15:08:25,209.70,4.14,856.40,0.388,50.0,0.99
2024-11-04 15:08:26,209.70,4.14,856.40,0.389,50.0,0.99
2024-11-04 15:08:26,209.60,4.14,856.40,0.389,50.0,0.99
2024-11-04 15:08:27,209.60,4.14,856.40,0.389,50.0,0.99
2024-11-04 15:08:27,209.90,4.14,856.70,0.389,50.0,0.99
2024-11-04 15:08:28,209.90,4.14,856.70,0.389,50.0,0.99
2024-11-04 15:08:29,209.80,4.14,856.90,0.389,50.0,0.99
2024-11-04 15:08:29,209.80,4.14,856.90,0.389,50.0,0.99
2024-11-04 15:08:30,209.70,4.14,855.90,0.390,50.0,0.99
2024-11-04 15:08:30,209.70,4.14,855.90,0.390,50.0,0.99
2024-11-04 15:08:31,209.70,4.14,855.90,0.390,50.0,0.99
2024-11-04 15:08:32,209.40,4.13,854.80,0.390,50.0,0.99
2024-11-04 15:08:32,209.40,4.13,854.80,0.390,50.0,0.99
2024-11-04 15:08:33,209.60,4.13,854.50,0.390,50.0,0.99
2024-11-04 15:08:33,209.60,4.13,854.50,0.390,50.0,0.99
2024-11-04 15:08:34,209.80,4.12,854.20,0.391,50.0,0.99
2024-11-04 15:08:35,209.80,4.12,854.20,0.391,50.0,0.99
2024-11-04 15:08:35,209.70,4.13,853.80,0.391,50.0,0.99
2024-11-04 15:08:36,209.70,4.13,853.80,0.391,50.0,0.99
2024-11-04 15:08:36,209.70,4.12,852.70,0.391,50.0,0.99
2024-11-04 15:08:37,209.70,4.12,852.70,0.391,50.0,0.99
2024-11-04 15:08:38,210.10,4.11,852.70,0.391,50.0,0.99
2024-11-04 15:08:38,210.10,4.11,852.70,0.392,50.0,0.99
2024-11-04 15:08:39,210.20,4.11,852.70,0.392,50.0,0.99
2024-11-04 15:08:39,210.20,4.11,852.70,0.392,50.0,0.99
2024-11-04 15:08:40,210.20,4.11,852.70,0.392,50.0,0.99
2024-11-04 15:08:41,210.10,4.11,852.10,0.392,50.0,0.99
2024-11-04 15:08:41,210.10,4.11,852.10,0.392,50.0,0.99
2024-11-04 15:08:42,210.10,4.11,852.80,0.392,50.0,0.99
2024-11-04 15:08:42,210.10,4.11,852.80,0.393,50.0,0.99
2024-11-04 15:08:43,210.20,4.11,853.40,0.393,49.9,0.99
2024-11-04 15:08:44,210.20,4.11,853.40,0.393,50.0,0.99
2024-11-04 15:08:44,210.30,4.12,853.80,0.393,50.0,0.99
2024-11-04 15:08:45,210.30,4.12,853.80,0.393,50.0,0.99
2024-11-04 15:08:45,210.40,4.11,854.30,0.393,50.0,0.99
2024-11-04 15:08:46,210.40,4.11,854.30,0.393,50.0,0.99
2024-11-04 15:08:47,210.90,4.11,855.90,0.394,50.0,0.99
2024-11-04 15:08:47,210.90,4.11,855.90,0.394,50.0,0.99
2024-11-04 15:08:48,210.70,4.11,855.30,0.394,50.0,0.99
2024-11-04 15:08:48,210.70,4.11,855.30,0.394,50.0,0.99
2024-11-04 15:08:49,210.70,4.11,855.30,0.394,50.0,0.99
2024-11-04 15:08:50,210.60,4.11,855.00,0.394,50.0,0.99
2024-11-04 15:08:50,210.60,4.11,855.00,0.394,50.0,0.99
2024-11-04 15:08:51,210.40,4.11,854.40,0.395,50.0,0.99
2024-11-04 15:08:51,210.40,4.11,854.40,0.395,50.0,0.99
2024-11-04 15:08:52,210.30,4.11,852.90,0.395,50.0,0.99
2024-11-04 15:08:53,210.30,4.11,852.90,0.395,50.0,0.99
2024-11-04 15:08:53,210.40,4.11,852.80,0.395,50.0,0.99
2024-11-04 15:08:54,210.40,4.11,852.80,0.395,49.9,0.99
2024-11-04 15:08:54,210.20,4.10,851.60,0.395,50.0,0.99
2024-11-04 15:08:55,210.20,4.10,851.60,0.396,50.0,0.99
2024-11-04 15:08:56,209.80,4.11,851.40,0.396,50.0,0.99
2024-11-04 15:08:56,209.80,4.11,851.40,0.396,50.0,0.99
2024-11-04 15:08:57,209.80,4.11,851.40,0.396,50.0,0.99
2024-11-04 15:08:57,210.00,4.11,852.10,0.396,49.9,0.99
2024-11-04 15:08:58,210.00,4.11,852.10,0.396,50.0,0.99
2024-11-04 15:08:58,210.10,4.11,852.70,0.396,50.0,0.99
2024-11-04 15:08:59,210.10,4.11,852.70,0.397,50.0,0.99
2024-11-04 15:09:00,210.30,4.11,853.30,0.397,50.0,0.99
2024-11-04 15:09:00,210.30,4.11,853.30,0.397,50.0,0.99
2024-11-04 15:09:01,210.30,4.12,853.70,0.397,50.0,0.99
2024-11-04 15:09:01,210.30,4.12,853.70,0.397,50.0,0.99
2024-11-04 15:09:02,209.90,4.12,852.40,0.397,50.0,0.99
2024-11-04 15:09:03,209.90,4.12,852.40,0.397,50.0,0.99
2024-11-04 15:09:03,210.10,4.11,852.90,0.398,49.9,0.99
2024-11-04 15:09:04,210.10,4.11,852.90,0.398,50.0,0.99
2024-11-04 15:09:04,210.10,4.11,852.60,0.398,50.0,0.99
2024-11-04 15:09:05,210.10,4.11,852.60,0.398,50.0,0.99
2024-11-04 15:09:06,210.00,4.11,851.70,0.398,50.0,0.99
2024-11-04 15:09:06,210.00,4.11,851.70,0.398,49.9,0.99
2024-11-04 15:09:07,210.00,4.11,850.90,0.398,50.0,0.99
2024-11-04 15:09:07,210.00,4.11,850.90,0.399,50.0,0.99
2024-11-04 15:09:08,210.00,4.11,850.90,0.399,50.0,0.99
2024-11-04 15:09:09,210.60,4.10,852.10,0.399,50.0,0.99
2024-11-04 15:09:09,210.60,4.10,852.10,0.399,50.0,0.99
2024-11-04 15:09:10,210.70,4.10,852.00,0.399,50.0,0.99
2024-11-04 15:09:10,210.70,4.10,852.00,0.399,50.0,0.99
2024-11-04 15:09:11,210.80,4.09,851.50,0.399,50.0,0.99
2024-11-04 15:09:12,210.80,4.09,851.50,0.400,50.0,0.99
2024-11-04 15:09:12,210.80,4.09,851.60,0.400,50.0,0.99
2024-11-04 15:09:13,210.80,4.09,851.60,0.400,50.0,0.99
2024-11-04 15:09:13,210.30,4.09,849.40,0.400,50.0,0.99
2024-11-04 15:09:14,210.30,4.09,849.40,0.400,50.0,0.99
2024-11-04 15:09:15,210.30,4.09,849.40,0.400,50.0,0.99
2024-11-04 15:09:15,210.00,4.09,848.70,0.400,50.0,0.99
2024-11-04 15:09:16,210.00,4.09,848.70,0.400,49.9,0.99
2024-11-04 15:09:16,210.10,4.09,848.40,0.401,50.0,0.99
2024-11-04 15:09:17,210.10,4.09,848.40,0.401,50.0,0.99
2024-11-04 15:09:18,210.30,4.09,849.10,0.401,50.0,0.99
2024-11-04 15:09:18,210.30,4.09,849.10,0.401,50.0,0.99
2024-11-04 15:09:19,210.30,4.09,848.90,0.401,50.0,0.99
2024-11-04 15:09:19,210.30,4.09,848.90,0.401,50.0,0.99
2024-11-04 15:09:20,210.20,4.09,849.00,0.401,50.0,0.99
2024-11-04 15:09:21,210.20,4.09,849.00,0.402,50.0,0.99
2024-11-04 15:09:21,210.20,4.10,849.40,0.402,50.0,0.99
2024-11-04 15:09:22,210.20,4.10,849.40,0.402,50.0,0.99
2024-11-04 15:09:22,210.20,4.10,850.10,0.402,49.9,0.99
2024-11-04 15:09:23,210.20,4.10,850.10,0.402,50.0,0.99
2024-11-04 15:09:24,210.00,4.11,851.10,0.402,50.0,0.99
2024-11-04 15:09:24,210.00,4.11,851.10,0.402,50.0,0.99
2024-11-04 15:09:25,210.00,4.11,851.10,0.403,50.0,0.99
2024-11-04 15:09:25,210.20,4.11,851.70,0.403,50.0,0.99
2024-11-04 15:09:26,210.20,4.11,851.70,0.403,50.0,0.99
2024-11-04 15:09:27,210.20,4.11,851.30,0.403,49.9,0.99
2024-11-04 15:09:27,210.20,4.11,851.30,0.403,50.0,0.99
2024-11-04 15:09:28,210.60,4.10,852.20,0.403,50.0,0.99
2024-11-04 15:09:28,210.60,4.10,852.20,0.403,49.9,0.99
2024-11-04 15:09:29,210.30,4.11,851.50,0.404,50.0,0.99
2024-11-04 15:09:29,210.30,4.11,851.50,0.404,50.0,0.99
2024-11-04 15:09:30,210.40,4.11,851.80,0.404,50.0,0.99
2024-11-04 15:09:31,210.40,4.11,851.80,0.404,50.0,0.99
2024-11-04 15:09:31,210.90,4.09,851.40,0.404,49.9,0.99
2024-11-04 15:09:32,210.90,4.09,851.40,0.404,50.0,0.99
2024-11-04 15:09:32,210.90,4.09,851.40,0.404,50.0,0.99
2024-11-04 15:09:33,211.20,4.09,852.00,0.404,50.0,0.99
2024-11-04 15:09:34,211.20,4.09,852.00,0.405,50.0,0.99
2024-11-04 15:09:34,211.30,4.09,851.80,0.405,49.9,0.99
2024-11-04 15:09:35,211.30,4.09,851.80,0.405,50.0,0.99
2024-11-04 15:09:35,211.10,4.09,851.20,0.405,49.9,0.99
2024-11-04 15:09:36,211.10,4.09,851.20,0.405,50.0,0.99
2024-11-04 15:09:37,211.30,4.09,852.40,0.405,50.0,0.99
2024-11-04 15:09:37,211.30,4.09,852.40,0.406,49.9,0.99
2024-11-04 15:09:38,211.20,4.09,852.50,0.406,50.0,0.99
2024-11-04 15:09:38,211.20,4.09,852.50,0.406,49.9,0.99
2024-11-04 15:09:39,211.30,4.09,852.40,0.406,50.0,0.99
2024-11-04 15:09:40,211.30,4.09,852.40,0.406,49.9,0.99
2024-11-04 15:09:40,211.30,4.09,852.20,0.406,49.9,0.99
2024-11-04 15:09:41,211.10,4.09,852.20,0.406,50.0,0.99
2024-11-04 15:09:41,211.10,4.09,852.20,0.406,50.0,0.99
2024-11-04 15:09:42,211.10,4.09,851.50,0.407,50.0,0.99
2024-11-04 15:09:43,211.10,4.09,851.50,0.407,50.0,0.99
2024-11-04 15:09:43,210.80,4.10,852.10,0.407,50.0,0.99
2024-11-04 15:09:44,210.80,4.10,852.10,0.407,50.0,0.99
2024-11-04 15:09:44,210.60,4.10,852.20,0.407,49.9,0.99
2024-11-04 15:09:45,210.60,4.10,852.20,0.407,49.9,0.99
2024-11-04 15:09:46,210.60,4.10,852.00,0.407,49.9,0.99
2024-11-04 15:09:46,210.60,4.10,852.00,0.408,50.0,0.99
2024-11-04 15:09:47,210.50,4.10,851.90,0.408,50.0,0.99
2024-11-04 15:09:47,210.50,4.10,851.90,0.408,49.9,0.99
2024-11-04 15:09:48,210.50,4.10,851.30,0.408,49.9,0.99
2024-11-04 15:09:49,210.50,4.10,851.30,0.408,50.0,0.99
2024-11-04 15:09:49,210.50,4.09,850.90,0.408,49.9,0.99
2024-11-04 15:09:50,210.50,4.09,850.90,0.408,49.9,0.99
2024-11-04 15:09:50,210.80,4.09,850.90,0.409,49.9,0.99
2024-11-04 15:09:51,210.80,4.09,850.90,0.409,49.9,0.99
2024-11-04 15:09:52,210.80,4.09,850.90,0.409,50.0,0.99
2024-11-04 15:09:52,210.70,4.09,850.60,0.409,49.9,0.99
2024-11-04 15:09:53,210.70,4.09,850.60,0.409,49.9,0.99
2024-11-04 15:09:53,210.70,4.09,850.40,0.409,49.9,0.99
2024-11-04 15:09:54,210.70,4.09,850.40,0.409,49.9,0.99
2024-11-04 15:09:55,211.00,4.09,850.50,0.410,49.9,0.99
2024-11-04 15:09:55,211.00,4.09,850.50,0.410,49.9,0.99
2024-11-04 15:09:56,211.00,4.09,850.30,0.410,49.9,0.99
2024-11-04 15:09:56,211.00,4.09,850.30,0.410,50.0,0.99
2024-11-04 15:09:57,211.00,4.09,851.60,0.410,49.9,0.99
2024-11-04 15:09:58,211.00,4.09,851.60,0.410,49.9,0.99
2024-11-04 15:09:58,211.00,4.09,851.60,0.410,49.9,0.99
2024-11-04 15:09:59,211.00,4.09,852.00,0.411,49.9,0.99
2024-11-04 15:09:59,211.00,4.09,852.00,0.411,50.0,0.99
2024-11-04 15:10:00,211.00,4.10,852.50,0.411,49.9,0.99
2024-11-04 15:10:01,211.00,4.10,852.50,0.411,49.9,0.99
2024-11-04 15:10:01,210.80,4.10,852.30,0.411,49.9,0.99
2024-11-04 15:10:02,210.80,4.10,852.30,0.411,49.9,0.99
2024-11-04 15:10:02,211.00,4.10,852.70,0.411,49.9,0.99
2024-11-04 15:10:03,211.00,4.10,852.70,0.412,49.9,0.99
2024-11-04 15:10:03,211.20,4.09,852.80,0.412,49.9,0.99
2024-11-04 15:10:04,211.20,4.09,852.80,0.412,49.9,0.99
2024-11-04 15:10:05,211.40,4.09,853.10,0.412,49.9,0.99
2024-11-04 15:10:05,211.40,4.09,853.10,0.412,49.9,0.99
2024-11-04 15:10:06,210.70,4.10,852.20,0.412,49.9,0.99
2024-11-04 15:10:06,210.70,4.10,852.20,0.412,49.9,0.99
2024-11-04 15:10:07,210.80,4.09,851.50,0.413,49.9,0.99
2024-11-04 15:10:08,210.80,4.09,851.50,0.413,49.9,0.99
2024-11-04 15:10:08,210.80,4.09,851.50,0.413,49.9,0.99
2024-11-04 15:10:09,211.20,4.09,852.60,0.413,49.9,0.99
2024-11-04 15:10:09,211.20,4.09,852.60,0.413,49.9,0.99
2024-11-04 15:10:10,210.90,4.09,851.70,0.413,49.9,0.99
2024-11-04 15:10:11,210.90,4.09,851.70,0.413,49.9,0.99
2024-11-04 15:10:11,210.40,4.10,850.90,0.414,50.0,0.99
2024-11-04 15:10:12,210.40,4.10,850.90,0.414,49.9,0.99
2024-11-04 15:10:12,210.00,4.10,850.70,0.414,49.9,0.99
2024-11-04 15:10:13,210.00,4.10,850.70,0.414,50.0,0.99
2024-11-04 15:10:14,211.00,4.10,852.40,0.414,49.9,0.99
2024-11-04 15:10:14,211.00,4.10,852.40,0.414,50.0,0.99
2024-11-04 15:10:15,211.10,4.09,851.70,0.414,49.9,0.99
2024-11-04 15:10:15,211.10,4.09,851.70,0.415,49.9,0.99
2024-11-04 15:10:16,210.20,4.10,850.00,0.415,49.9,0.99
2024-11-04 15:10:17,210.20,4.10,850.00,0.415,49.9,0.99
2024-11-04 15:10:17,210.20,4.10,850.00,0.415,50.0,0.99
2024-11-04 15:10:18,210.50,4.09,850.90,0.415,49.9,0.99
2024-11-04 15:10:18,210.50,4.09,850.90,0.415,50.0,0.99
2024-11-04 15:10:19,210.50,4.09,850.60,0.415,49.9,0.99
2024-11-04 15:10:20,210.50,4.09,850.60,0.416,50.0,0.99
2024-11-04 15:10:20,210.10,4.09,849.70,0.416,49.9,0.99
2024-11-04 15:10:21,210.10,4.09,849.70,0.416,49.9,0.99
2024-11-04 15:10:21,210.40,4.09,850.00,0.416,49.9,0.99
2024-11-04 15:10:22,210.40,4.09,850.00,0.416,49.9,0.99
2024-11-04 15:10:23,210.30,4.10,850.00,0.416,49.9,0.99
2024-11-04 15:10:23,210.30,4.10,850.00,0.416,49.9,0.99
2024-11-04 15:10:24,210.60,4.09,849.30,0.417,49.9,0.99
2024-11-04 15:10:24,210.60,4.09,849.30,0.417,49.9,0.99
